clearepoch,energy,energy_std,learning_rate
598,-17.870535,0.99820036,0.006
599,-17.873116,0.98700225,0.006
600,-17.865072,1.0328598,0.006
601,-17.839348,1.0058272,0.006
602,-17.86927,0.9505347,0.006
603,-17.892239,0.97222745,0.006
604,-17.854502,0.9941187,0.006
605,-17.879301,1.0130255,0.006
606,-17.869246,1.0568401,0.006
607,-17.877714,0.94759685,0.006
608,-17.85046,0.973901,0.006
609,-17.851734,0.9374841,0.006
610,-17.892965,1.008659,0.006
611,-17.879866,0.9529724,0.006
612,-17.9107,1.0320736,0.006
613,-17.868128,0.88683987,0.006
614,-17.848274,1.006613,0.006
615,-17.845316,0.95208454,0.006
616,-17.865305,1.0390996,0.006
617,-17.90612,1.0324087,0.006
618,-17.849571,1.0086153,0.006
619,-17.877033,0.91750807,0.006
620,-17.853497,0.9165276,0.006
621,-17.856766,0.93549687,0.006
622,-17.873535,0.93162197,0.006
623,-17.884844,0.93535453,0.006
624,-17.881836,1.0719838,0.006
625,-17.854023,1.0781792,0.006
626,-17.861183,0.98442566,0.006
627,-17.875183,1.0656123,0.006
628,-17.858961,1.0740284,0.006
629,-17.810822,1.0130635,0.006
630,-17.909655,0.9535432,0.006
631,-17.850023,1.033365,0.006
632,-17.911495,0.96774644,0.006
633,-17.860157,0.9872949,0.006
634,-17.899504,1.0554179,0.006
635,-17.853632,1.0145977,0.006
636,-17.882309,0.9132682,0.006
637,-17.881067,0.985872,0.006
638,-17.896496,0.9940782,0.006
639,-17.8666,0.94768965,0.006
640,-17.85163,0.9844137,0.006
641,-17.893614,1.0358957,0.006
642,-17.857332,1.0655016,0.006
643,-17.872955,1.0548816,0.006
644,-17.895844,0.9585209,0.006
645,-17.844566,0.9963005,0.006
646,-17.85002,1.0005926,0.006
647,-17.893856,0.90468043,0.006
648,-17.812187,1.0268546,0.006
649,-17.871817,0.98871964,0.006
650,-17.866465,1.0816207,0.006
651,-17.881035,0.9713498,0.006
652,-17.833124,0.9926519,0.006
653,-17.893806,0.99284613,0.006
654,-17.905582,0.9520181,0.006
655,-17.859238,0.94220245,0.006
656,-17.89212,0.9733654,0.006
657,-17.862055,1.0111893,0.006
658,-17.90386,0.99124366,0.006
659,-17.869757,0.99307185,0.006
660,-17.91855,0.95252997,0.006
661,-17.842234,0.99953574,0.006
662,-17.853062,1.0077314,0.006
663,-17.887943,1.0398632,0.006
664,-17.89316,0.99979484,0.006
665,-17.881746,0.9312725,0.006
666,-17.902925,0.99235094,0.006
667,-17.849136,0.9738045,0.006
668,-17.862566,1.0039364,0.006
669,-17.902735,1.0222143,0.006
670,-17.865168,0.92959327,0.006
671,-17.864305,0.9466939,0.006
672,-17.907629,0.98507726,0.006
673,-17.888697,0.9836151,0.006
674,-17.905691,0.96285224,0.006
675,-17.902637,1.0226467,0.006
676,-17.870985,0.98248136,0.006
677,-17.86,0.9245115,0.006
678,-17.893097,0.9061698,0.006
679,-17.887562,0.93097126,0.006
680,-17.884663,0.9625913,0.006
681,-17.890947,1.0013145,0.006
682,-17.882708,0.98090285,0.006
683,-17.916702,0.9385916,0.006
684,-17.86293,0.9488438,0.006
685,-17.881554,0.93632954,0.006
686,-17.899975,0.9878434,0.006
687,-17.854925,0.9678514,0.006
688,-17.88623,1.0300343,0.006
689,-17.886457,0.9020965,0.006
690,-17.868023,0.9611752,0.006
691,-17.810938,1.0678197,0.006
692,-17.890957,0.9069134,0.006
693,-17.861008,0.96714944,0.006
694,-17.859426,0.97044176,0.006
695,-17.874285,1.0818038,0.006
696,-17.850962,0.9595118,0.006
697,-17.86961,0.9428736,0.006
698,-17.86839,0.96153444,0.006
699,-17.830187,0.954925,0.006
700,-17.876663,0.95062727,0.006
701,-17.891226,0.9267612,0.006
702,-17.859636,0.9160481,0.006
703,-17.873045,0.97633886,0.006
704,-17.893457,0.92693,0.006
705,-17.834469,0.988638,0.006
706,-17.888653,0.93643427,0.006
707,-17.913168,0.94533277,0.006
708,-17.880068,0.99714816,0.006
709,-17.899124,0.88975424,0.006
710,-17.848848,0.98178333,0.006
711,-17.875484,0.9943204,0.006
712,-17.884232,0.91367346,0.006
713,-17.87566,0.9267352,0.006
714,-17.859026,0.9844603,0.006
715,-17.88859,0.9647135,0.006
716,-17.91825,1.005062,0.006
717,-17.858028,1.0036994,0.006
718,-17.870003,0.9625991,0.006
719,-17.84845,1.0360923,0.006
720,-17.834091,0.9253325,0.006
721,-17.889088,0.9373857,0.006
722,-17.860891,0.991224,0.006
723,-17.883366,0.9772995,0.006
724,-17.88187,0.9961315,0.006
725,-17.852308,1.0008698,0.006
726,-17.880484,0.92811656,0.006
727,-17.888086,1.0088817,0.006
728,-17.881119,0.99957865,0.006
729,-17.898872,0.9539442,0.006
730,-17.893906,0.91829544,0.006
731,-17.862965,1.0215565,0.006
732,-17.898333,0.9904606,0.006
733,-17.870895,0.9133044,0.006
734,-17.868082,0.9305255,0.006
735,-17.86397,0.95274997,0.006
736,-17.864702,0.94941777,0.006
737,-17.899141,0.9311301,0.006
738,-17.893467,0.92942834,0.006
739,-17.85535,0.9051893,0.006
740,-17.88524,0.9316111,0.006
741,-17.922848,0.9560783,0.006
742,-17.89445,1.0553488,0.006
743,-17.912855,0.9399355,0.006
744,-17.903872,0.9939665,0.006
745,-17.88313,0.91049594,0.006
746,-17.914263,0.9263915,0.006
747,-17.884356,0.92438155,0.006
748,-17.850739,0.954522,0.006
749,-17.867996,0.9230572,0.006
750,-17.888695,1.0175177,0.006
751,-17.839426,1.0011389,0.006
752,-17.88426,0.976993,0.006
753,-17.879148,0.97545695,0.006
754,-17.883413,0.9351291,0.006
755,-17.896254,0.97958827,0.006
756,-17.853779,0.9677072,0.006
757,-17.853308,0.9624214,0.006
758,-17.906902,0.94565827,0.006
759,-17.879454,0.9264735,0.006
760,-17.871649,0.9492685,0.006
761,-17.892672,0.98098516,0.006
762,-17.877949,0.99107313,0.006
763,-17.88919,0.9667039,0.006
764,-17.844172,0.9755278,0.006
765,-17.896301,0.9031538,0.006
766,-17.915258,0.9415464,0.006
767,-17.89406,0.93598616,0.006
768,-17.901598,0.94191545,0.006
769,-17.897575,0.95414627,0.006
770,-17.87209,0.9009029,0.006
771,-17.923677,0.9161105,0.006
772,-17.880919,0.9193175,0.006
773,-17.819668,0.9909704,0.006
774,-17.926104,0.94023234,0.006
775,-17.8728,0.9117207,0.006
776,-17.884855,0.9510869,0.006
777,-17.90391,0.91641665,0.006
778,-17.903112,0.96218795,0.006
779,-17.92329,0.8961755,0.006
780,-17.891766,0.93190837,0.006
781,-17.840216,1.0675092,0.006
782,-17.837215,0.95135057,0.006
783,-17.915798,0.94056225,0.006
784,-17.90004,1.0285109,0.006
785,-17.839367,1.0470239,0.006
786,-17.874159,0.97355837,0.006
787,-17.869068,0.9573943,0.006
788,-17.865473,0.8861697,0.006
789,-17.854485,0.9169486,0.006
790,-17.914839,0.92533624,0.006
791,-17.851786,1.0174829,0.006
792,-17.874754,0.9216795,0.006
793,-17.905542,0.8814161,0.006
794,-17.90238,0.92361957,0.006
795,-17.910122,0.90891147,0.006
796,-17.893032,0.8853535,0.006
797,-17.851395,0.99090344,0.006
798,-17.929653,0.91149884,0.006
799,-17.885118,0.98025227,0.006
800,-17.884418,0.9179289,0.006
801,-17.879002,1.0742902,0.006
802,-17.884338,0.885041,0.006
803,-17.883165,0.9911271,0.006
804,-17.910572,0.88746244,0.006
805,-17.886776,0.9509918,0.006
806,-17.872707,0.9091229,0.006
807,-17.901043,1.00251,0.006
808,-17.878283,0.92663103,0.006
809,-17.86118,0.9852495,0.006
810,-17.86889,0.96504873,0.006
811,-17.85112,1.020213,0.006
812,-17.905962,0.98560125,0.006
813,-17.923397,0.8737473,0.006
814,-17.867136,0.876185,0.006
815,-17.939003,0.9246701,0.006
816,-17.834341,0.9641659,0.006
817,-17.86884,1.0870006,0.006
818,-17.894917,0.9554179,0.006
819,-17.921036,0.87551135,0.006
820,-17.887894,0.95671946,0.006
821,-17.906258,0.9435493,0.006
822,-17.870602,1.0408629,0.006
823,-17.862606,1.0597045,0.006
824,-17.892696,0.91957027,0.006
825,-17.86257,0.94897604,0.006
826,-17.906633,0.9538307,0.006
827,-17.845554,0.9187063,0.006
828,-17.918785,0.8728489,0.006
829,-17.919355,0.87878627,0.006
830,-17.894524,0.9552256,0.006
831,-17.893333,0.90349734,0.006
832,-17.907879,0.92155224,0.006
833,-17.847454,0.95884746,0.006
834,-17.884516,0.90827316,0.006
835,-17.865587,0.98823947,0.006
836,-17.86843,0.9880602,0.006
837,-17.933767,0.87300825,0.006
838,-17.858995,0.9890195,0.006
839,-17.865383,0.9054007,0.006
840,-17.927422,0.88795084,0.006
841,-17.911663,0.9448913,0.006
842,-17.891233,0.8886512,0.006
843,-17.870115,0.9659576,0.006
844,-17.869204,1.0285225,0.006
845,-17.870644,0.8942356,0.006
846,-17.891003,0.9211046,0.006
847,-17.930578,0.9263173,0.006
848,-17.895613,0.8930305,0.006
849,-17.881449,0.86776376,0.006
850,-17.866947,0.9529366,0.006
851,-17.84575,1.0097202,0.006
852,-17.886122,0.95798236,0.006
853,-17.883436,0.8843393,0.006
854,-17.86765,0.9688582,0.006
855,-17.904625,0.9350858,0.006
856,-17.864162,0.8653203,0.006
857,-17.892843,0.99716395,0.006
858,-17.884192,0.89060277,0.006
859,-17.909903,0.94406027,0.006
860,-17.924767,0.88103974,0.006
861,-17.862385,1.0901004,0.006
862,-17.905817,1.0148108,0.006
863,-17.925003,0.90599895,0.006
864,-17.893715,0.89388055,0.006
865,-17.917978,0.90708476,0.006
866,-17.855858,0.94946676,0.006
867,-17.877024,0.9120945,0.006
868,-17.903118,0.9243588,0.006
869,-17.888445,1.0478224,0.006
870,-17.879473,1.0431193,0.006
871,-17.896284,0.89141333,0.006
872,-17.897959,0.8851153,0.006
873,-17.900372,0.9241414,0.006
874,-17.89683,0.88529664,0.006
875,-17.894226,0.92400146,0.006
876,-17.879894,0.92534685,0.006
877,-17.896536,0.92013514,0.006
878,-17.902851,1.0084386,0.006
879,-17.898464,0.96153194,0.006
880,-17.900108,0.9325262,0.006
881,-17.897005,0.9128536,0.006
882,-17.869228,0.9054371,0.006
883,-17.897768,0.96204865,0.006
884,-17.889984,0.87925607,0.006
885,-17.873434,0.84846383,0.006
886,-17.894567,1.007405,0.006
887,-17.880495,1.0133398,0.006
888,-17.912035,0.9440773,0.006
889,-17.902082,0.88606375,0.006
890,-17.886766,0.8411407,0.006
891,-17.879454,0.9782254,0.006
892,-17.891375,0.8724914,0.006
893,-17.903742,0.9270504,0.006
894,-17.907156,0.93643117,0.006
895,-17.876614,0.90270984,0.006
896,-17.89852,0.85117745,0.006
897,-17.901125,0.84427583,0.006
898,-17.919468,0.92766947,0.006
899,-17.921782,0.8680059,0.006
900,-17.902746,0.9390436,0.006
901,-17.894005,0.97618335,0.006
902,-17.867458,0.9306407,0.006
903,-17.861425,0.846708,0.006
904,-17.904684,1.0454592,0.006
905,-17.893429,1.084629,0.006
906,-17.870266,0.8809738,0.006
907,-17.912207,0.91833293,0.006
908,-17.904253,0.9595191,0.006
909,-17.896578,0.906406,0.006
910,-17.936747,0.85784113,0.006
911,-17.884743,0.8581221,0.006
912,-17.89771,0.9038047,0.006
913,-17.892548,0.97616565,0.006
914,-17.912289,1.0088032,0.006
915,-17.891975,0.8950581,0.006
916,-17.940954,0.84750676,0.006
917,-17.89765,0.9231339,0.006
918,-17.917194,0.9257139,0.006
919,-17.915918,0.9427383,0.006
920,-17.883047,0.9233588,0.006
921,-17.919586,0.98183995,0.006
922,-17.889624,0.9741734,0.006
923,-17.874973,0.960802,0.006
924,-17.90818,0.87493527,0.006
925,-17.911274,0.8717529,0.006
926,-17.876842,0.82771116,0.006
927,-17.872074,0.8996812,0.006
928,-17.916569,0.8532402,0.006
929,-17.896748,0.85945123,0.006
930,-17.8857,0.88410485,0.006
931,-17.860136,0.9112929,0.006
932,-17.879984,0.95761627,0.006
933,-17.89019,0.9268994,0.006
934,-17.867775,0.9206465,0.006
935,-17.92932,1.0030233,0.006
936,-17.914824,0.9490311,0.006
937,-17.894188,0.83012706,0.006
938,-17.895697,0.88544,0.006
939,-17.896626,0.90456,0.006
940,-17.864105,0.8400133,0.006
941,-17.875706,0.9162694,0.006
942,-17.897858,0.96196026,0.006
943,-17.923174,0.96908516,0.006
944,-17.880793,1.0532943,0.006
945,-17.907665,0.849571,0.006
946,-17.882986,0.8644444,0.006
947,-17.89386,1.0041347,0.006
948,-17.914555,0.9166712,0.006
949,-17.848253,0.91981775,0.006
950,-17.900558,0.82149273,0.006
951,-17.911028,0.8328466,0.006
952,-17.924719,0.94792545,0.006
953,-17.87518,1.0240675,0.006
954,-17.911226,0.91730386,0.006
955,-17.868797,0.9382682,0.006
956,-17.888819,0.89320874,0.006
957,-17.897774,0.9418482,0.006
958,-17.929853,0.8870688,0.006
959,-17.890171,0.97630835,0.006
960,-17.912128,0.8822891,0.006
961,-17.89329,0.86164784,0.006
962,-17.90599,0.91868144,0.006
963,-17.920586,0.9196517,0.006
964,-17.887415,0.94329315,0.006
965,-17.90936,0.8624664,0.006
966,-17.892633,0.91768616,0.006
0,-17.892653,0.91754097,0.006
1,-17.915,0.88043594,0.006
2,-17.919153,0.88216466,0.006
3,-17.902916,0.8111288,0.006
4,-17.913498,0.8139109,0.006
5,-17.933725,0.83497727,0.006
6,-17.856184,0.8451077,0.006
7,-17.927855,0.856212,0.006
8,-17.932781,0.8339136,0.006
9,-17.88499,0.9525801,0.006
10,-17.882368,0.96809924,0.006
11,-17.868614,0.9445088,0.006
12,-17.937984,0.8962076,0.006
13,-17.921078,0.89812744,0.006
14,-17.912973,0.902463,0.006
15,-17.908688,0.8858828,0.006
16,-17.911491,0.83593076,0.006
17,-17.8763,0.85772616,0.006
18,-17.907347,0.85602933,0.006
19,-17.868925,0.888897,0.006
20,-17.854555,1.0731511,0.006
21,-17.891392,0.83351797,0.006
22,-17.872663,0.8731174,0.006
23,-17.905188,0.86515445,0.006
24,-17.88886,0.91338825,0.006
25,-17.90225,0.93114173,0.006
26,-17.813879,0.98443586,0.006
27,-17.90173,0.92335504,0.006
28,-17.88598,0.8869887,0.006
29,-17.920065,0.8938779,0.006
30,-17.872868,0.9069188,0.006
31,-17.903025,0.8898129,0.006
32,-17.893255,0.9206673,0.006
33,-17.890713,0.8480595,0.006
34,-17.916683,0.84735376,0.006
35,-17.87299,0.8809822,0.006
36,-17.894829,0.9008101,0.006
37,-17.880379,1.0012546,0.006
38,-17.917894,0.85415316,0.006
39,-17.884542,0.8671498,0.006
40,-17.913488,0.9199356,0.006
41,-17.89198,0.92433953,0.006
42,-17.913269,0.8776113,0.006
43,-17.908247,0.9981529,0.006
44,-17.89326,0.8807611,0.006
45,-17.891554,0.95199686,0.006
46,-17.905224,0.9093282,0.006
47,-17.90273,0.8453462,0.006
48,-17.938457,0.8534895,0.006
49,-17.900871,0.91393805,0.006
50,-17.914454,0.8997168,0.006
51,-17.918617,0.8522037,0.006
52,-17.925465,0.81196904,0.006
53,-17.925106,0.8463815,0.006
54,-17.92638,0.8571743,0.006
55,-17.890919,0.8766665,0.006
56,-17.900066,0.88656723,0.006
57,-17.875198,0.8736538,0.006
58,-17.88493,0.9038044,0.006
59,-17.896742,0.9314166,0.006
60,-17.889906,0.9013243,0.006
61,-17.889692,0.91317093,0.006
62,-17.924723,0.8810647,0.006
63,-17.893368,0.9829104,0.006
64,-17.906977,0.84406203,0.006
65,-17.901968,0.9206177,0.006
66,-17.920765,0.8967324,0.006
67,-17.901743,1.0145382,0.006
68,-17.876043,0.9929204,0.006
69,-17.882269,0.9940157,0.006
70,-17.941668,0.8347135,0.006
71,-17.925594,1.0122137,0.006
72,-17.902084,0.9058504,0.006
73,-17.851297,1.0169505,0.006
74,-17.931896,0.89463484,0.006
75,-17.896235,0.86836034,0.006
76,-17.887789,0.9660383,0.006
77,-17.865946,0.9906344,0.006
78,-17.912878,0.85405225,0.006
79,-17.864864,0.84410375,0.006
80,-17.902538,0.89091843,0.006
81,-17.900711,0.8604549,0.006
82,-17.914076,0.9019856,0.006
83,-17.88054,0.90042746,0.006
84,-17.9214,0.91026056,0.006
85,-17.928421,0.87758577,0.006
86,-17.883299,0.89415914,0.006
87,-17.900774,0.91453093,0.006
88,-17.904297,0.92977,0.006
89,-17.938343,0.8067365,0.006
90,-17.939318,0.89788824,0.006
91,-17.902374,0.8336235,0.006
92,-17.896086,0.77335495,0.006
93,-17.914211,0.92845124,0.006
94,-17.894722,0.92174137,0.006
95,-17.895977,1.0616485,0.006
96,-17.862192,0.8880961,0.006
97,-17.91157,0.91701645,0.006
98,-17.903679,0.8933088,0.006
99,-17.889528,0.8637416,0.006
100,-17.924957,0.8256232,0.006
101,-17.883793,0.80339724,0.006
102,-17.875301,0.9987723,0.006
103,-17.8803,0.8398306,0.006
104,-17.925684,0.9177567,0.006
105,-17.900867,0.8554833,0.006
106,-17.894918,0.8253481,0.006
107,-17.893063,0.9079697,0.006
108,-17.931328,0.86117643,0.006
109,-17.882504,0.87151706,0.006
110,-17.932117,0.9459157,0.006
111,-17.904016,0.80841625,0.006
112,-17.907135,0.8418882,0.006
113,-17.93715,1.0749661,0.006
114,-17.898426,0.9333708,0.006
115,-17.914688,0.87440795,0.006
116,-17.869864,0.980011,0.006
117,-17.895374,0.9783068,0.006
118,-17.891716,0.8461465,0.006
119,-17.93769,0.8310842,0.006
120,-17.925116,0.8084905,0.006
121,-17.91852,0.80822,0.006
122,-17.904016,0.84810793,0.006
123,-17.920034,0.83236766,0.006
124,-17.876513,0.915237,0.006
125,-17.908676,0.82004803,0.006
126,-17.929531,0.8728086,0.006
127,-17.87523,0.9301316,0.006
128,-17.927946,0.87416726,0.006
129,-17.931395,0.8710447,0.006
130,-17.861584,0.9462149,0.006
131,-17.89286,0.8748903,0.006
132,-17.911612,0.9440683,0.006
133,-17.892645,0.911444,0.006
134,-17.936073,0.9060157,0.006
135,-17.873888,0.9201573,0.006
136,-17.941574,0.7868394,0.006
137,-17.909563,0.8689606,0.006
138,-17.895683,0.86430514,0.006
139,-17.893675,0.92460793,0.006
140,-17.907757,0.86190784,0.006
141,-17.886097,0.7954501,0.006
142,-17.927898,0.86466485,0.006
143,-17.912706,0.8165741,0.006
144,-17.909441,0.90255517,0.006
145,-17.8938,0.8256872,0.006
146,-17.906445,0.9497327,0.006
147,-17.923502,0.832989,0.006
148,-17.929895,0.793006,0.006
149,-17.938536,0.8703504,0.006
150,-17.921555,0.9244531,0.006
151,-17.89166,0.89140743,0.006
152,-17.893286,0.9922567,0.006
153,-17.921452,0.82469106,0.006
154,-17.86399,1.0351747,0.006
155,-17.936594,0.8269625,0.006
156,-17.947145,0.8224525,0.006
157,-17.897291,0.9363707,0.006
158,-17.934925,0.97415006,0.006
159,-17.919514,0.85728467,0.006
160,-17.897886,0.80795294,0.006
161,-17.889492,0.9187029,0.006
162,-17.928637,0.82226825,0.006
163,-17.9065,0.9374476,0.006
164,-17.921476,0.81504714,0.006
165,-17.899426,0.91421306,0.006
166,-17.911968,0.8387399,0.006
167,-17.904652,0.90584046,0.006
168,-17.88026,0.96684617,0.006
169,-17.899364,0.8871649,0.006
170,-17.89418,0.8004323,0.006
171,-17.883305,0.8395894,0.006
172,-17.88866,0.9934355,0.006
173,-17.940332,0.8533968,0.006
174,-17.894207,0.8676153,0.006
175,-17.91643,0.7781008,0.006
176,-17.919231,0.8576719,0.006
177,-17.893211,0.9449271,0.006
178,-17.919363,0.85860497,0.006
179,-17.875326,0.95528865,0.006
180,-17.903227,0.92075336,0.006
181,-17.93511,0.81076986,0.006
182,-17.902227,0.9666793,0.006
183,-17.934301,0.940996,0.006
184,-17.893227,0.9169607,0.006
185,-17.948956,0.8561884,0.006
186,-17.910366,0.9060418,0.006
187,-17.902426,0.84429246,0.006
188,-17.929453,0.8435467,0.006
189,-17.91905,0.8927888,0.006
190,-17.90204,0.88957,0.006
191,-17.944262,0.8547296,0.006
192,-17.911102,0.86325496,0.006
193,-17.894487,0.84293354,0.006
194,-17.900293,0.9261961,0.006
195,-17.924774,0.74348474,0.006
196,-17.904415,0.9018107,0.006
197,-17.905493,0.8129987,0.006
198,-17.937521,0.83983743,0.006
199,-17.90685,0.84918463,0.006
200,-17.926546,0.9187829,0.006
201,-17.960281,0.88173705,0.006
202,-17.91116,0.8300019,0.006
203,-17.90789,0.8527999,0.006
204,-17.957632,0.8257583,0.006
205,-17.886484,0.88562214,0.006
206,-17.90159,0.96606064,0.006
207,-17.875738,0.9819582,0.006
208,-17.903458,0.84632474,0.006
209,-17.92092,0.8111909,0.006
210,-17.900417,0.8894503,0.006
211,-17.880419,0.94499856,0.006
212,-17.891718,0.85887635,0.006
213,-17.93273,0.8795531,0.006
214,-17.87741,0.8578842,0.006
215,-17.927776,0.7899697,0.006
216,-17.888659,0.9093426,0.006
217,-17.89564,0.99306715,0.006
218,-17.905285,0.9113054,0.006
219,-17.94629,0.8007136,0.006
220,-17.933556,0.7756003,0.006
221,-17.906937,0.8877228,0.006
222,-17.906425,0.8461465,0.006
223,-17.913395,0.86823666,0.006
224,-17.922125,0.8916067,0.006
225,-17.90739,0.81581074,0.006
226,-17.916073,0.80437195,0.006
227,-17.89283,0.8791766,0.006
228,-17.894394,0.92680407,0.006
229,-17.933962,0.9179214,0.006
230,-17.92387,1.0272869,0.006
231,-17.916664,0.861258,0.006
232,-17.929527,0.7905133,0.006
233,-17.89379,0.79021144,0.006
234,-17.899128,0.8698351,0.006
235,-17.880188,0.9105953,0.006
236,-17.931421,0.93649423,0.006
237,-17.935936,0.7957368,0.006
238,-17.920746,0.84795105,0.006
239,-17.910624,0.85711354,0.006
240,-17.927946,0.87493765,0.006
241,-17.874475,0.9401047,0.006
242,-17.907185,0.8183024,0.006
243,-17.913464,0.8739755,0.006
244,-17.882425,0.9154666,0.006
245,-17.877668,0.89811647,0.006
246,-17.902157,0.86043614,0.006
247,-17.913916,0.8355674,0.006
248,-17.926918,0.80094814,0.006
249,-17.899517,0.9087345,0.006
250,-17.897017,0.86970854,0.006
251,-17.905811,0.9113387,0.006
252,-17.93319,0.79813635,0.006
253,-17.914871,0.92477137,0.006
254,-17.920273,0.80069536,0.006
255,-17.90773,0.92423064,0.006
256,-17.868515,0.83458745,0.006
257,-17.867031,1.032201,0.006
258,-17.899641,0.8610099,0.006
259,-17.91704,0.83734185,0.006
260,-17.915707,0.850554,0.006
261,-17.91983,0.83856034,0.006
262,-17.92671,0.84538394,0.006
263,-17.915226,0.9698376,0.006
264,-17.91995,0.8268347,0.006
265,-17.925001,0.7996904,0.006
266,-17.92997,0.8176885,0.006
267,-17.905754,0.9062624,0.006
268,-17.915367,0.8567571,0.006
269,-17.909266,0.92765135,0.006
270,-17.891796,0.92827064,0.006
271,-17.908672,0.84907633,0.006
272,-17.915234,0.8470063,0.006
273,-17.946905,0.85880494,0.006
274,-17.895922,0.83612084,0.006
275,-17.892565,0.89037985,0.006
276,-17.909807,0.7920683,0.006
277,-17.93847,0.84648407,0.006
278,-17.929382,0.8320949,0.006
279,-17.901148,0.84185857,0.006
280,-17.873415,0.91875964,0.006
281,-17.94188,0.8357388,0.006
282,-17.897562,0.8441181,0.006
283,-17.904123,0.95802253,0.006
284,-17.937315,0.89987445,0.006
285,-17.948914,0.94358224,0.006
286,-17.907625,0.83269376,0.006
287,-17.910488,0.8394574,0.006
288,-17.914305,0.8727789,0.006
289,-17.917692,0.8301458,0.006
290,-17.905575,0.8369163,0.006
291,-17.876175,0.85082775,0.006
292,-17.925121,0.86326295,0.006
293,-17.89645,0.8756527,0.006
294,-17.926983,0.9113996,0.006
295,-17.9138,0.9259667,0.006
296,-17.901274,0.8648031,0.006
297,-17.928284,0.8679473,0.006
298,-17.922426,0.83406514,0.006
299,-17.900793,0.87998676,0.006
300,-17.886658,0.89773095,0.006
301,-17.916039,0.9495354,0.006
302,-17.95503,0.8260681,0.006
303,-17.924644,0.832859,0.006
304,-17.906656,0.8831978,0.006
305,-17.919315,0.9164905,0.006
306,-17.896912,0.9151037,0.006
307,-17.918505,0.77708536,0.006
308,-17.949816,0.911916,0.006
309,-17.903667,0.85455894,0.006
310,-17.903584,0.92042845,0.006
311,-17.954546,0.8093974,0.006
312,-17.93747,0.7731931,0.006
313,-17.93056,0.8494002,0.006
314,-17.916937,0.83417916,0.006
315,-17.944593,0.8466808,0.006
316,-17.91306,0.8216588,0.006
317,-17.876614,0.90178865,0.006
318,-17.934301,0.82752526,0.006
319,-17.905855,0.8330462,0.006
320,-17.934328,0.87378204,0.006
321,-17.935997,0.79486525,0.006
322,-17.923563,0.8569131,0.006
323,-17.859793,0.921376,0.006
324,-17.943735,0.8600951,0.006
325,-17.913242,0.8344459,0.006
326,-17.938032,0.86083585,0.006
327,-17.945307,0.82618207,0.006
328,-17.882843,0.82631886,0.006
329,-17.926058,0.84069455,0.006
330,-17.968033,0.81304634,0.006
331,-17.89293,0.8567322,0.006
332,-17.938581,0.84068984,0.006
333,-17.927593,0.8790277,0.006
334,-17.926634,0.9506494,0.006
335,-17.92773,0.8554126,0.006
336,-17.922445,0.8399206,0.006
337,-17.89062,0.82923967,0.006
338,-17.88918,0.83017457,0.006
339,-17.912329,0.8128249,0.006
340,-17.920221,0.8194601,0.006
341,-17.941963,0.7991323,0.006
342,-17.914705,0.8094768,0.006
343,-17.927544,0.9193839,0.006
344,-17.927418,0.87638557,0.006
345,-17.908552,0.8916422,0.006
346,-17.910896,0.9034236,0.006
347,-17.905043,0.89321154,0.006
348,-17.89953,0.88138646,0.006
349,-17.924314,0.9058514,0.006
350,-17.904846,0.84958285,0.006
351,-17.955025,0.85685617,0.006
352,-17.921442,0.8407693,0.006
353,-17.925047,0.85545343,0.006
354,-17.91757,0.8088665,0.006
355,-17.915873,0.90277386,0.006
356,-17.879297,0.8772972,0.006
357,-17.938797,0.83771265,0.006
358,-17.860336,0.9574886,0.006
359,-17.91517,0.8731916,0.006
360,-17.902147,0.84493434,0.006
361,-17.938051,0.80989647,0.006
362,-17.925575,0.996759,0.006
363,-17.9032,1.0635537,0.006
364,-17.91313,0.8819057,0.006
365,-17.934868,0.87877226,0.006
366,-17.918413,0.8579764,0.006
367,-17.893074,0.977203,0.006
368,-17.923508,0.8506161,0.006
369,-17.926556,0.9019959,0.006
370,-17.93433,0.8258761,0.006
371,-17.902405,0.86871934,0.006
372,-17.916912,0.7940906,0.006
373,-17.917484,0.8693985,0.006
374,-17.910147,0.86903584,0.006
375,-17.918976,0.844151,0.006
376,-17.91388,0.80507433,0.006
377,-17.91646,0.8075037,0.006
378,-17.92114,0.8478075,0.006
379,-17.931147,0.85018075,0.006
380,-17.901333,0.86456126,0.006
381,-17.93734,0.81976557,0.006
382,-17.89868,0.909145,0.006
383,-17.923103,0.856191,0.006
384,-17.91577,0.8358946,0.006
385,-17.941349,0.8695244,0.006
386,-17.899324,0.85162836,0.006
387,-17.89367,0.8831847,0.006
388,-17.946516,0.83321524,0.006
389,-17.93541,0.88107586,0.006
390,-17.923641,0.80825794,0.006
391,-17.892673,0.8128882,0.006
392,-17.92048,0.8567454,0.006
393,-17.95029,0.8865001,0.006
394,-17.93024,0.889019,0.006
395,-17.94009,0.7943766,0.006
396,-17.917503,0.8833354,0.006
397,-17.931261,0.8407508,0.006
398,-17.935762,0.8453887,0.006
399,-17.922039,0.8627602,0.006
400,-17.902058,0.8588535,0.006
401,-17.910917,0.8177119,0.006
402,-17.92281,0.81238604,0.006
403,-17.920155,0.9023652,0.006
404,-17.923254,0.8175734,0.006
405,-17.888199,0.8647933,0.006
406,-17.924524,0.929823,0.006
407,-17.894205,0.93198895,0.006
408,-17.957457,0.827485,0.006
409,-17.889257,0.909406,0.006
